,name_x,name_y,value,source,target
1120,clme0237,immd0423,1,77.0,269.0
1121,clme0975,immd0330,1,31.0,167.0
1122,clme0975,immd0423,1,31.0,269.0
1123,immd0330,immd0423,1,167.0,269.0
1124,immd0031,immd0218,4,100.0,164.0
1125,12055,PJL30,4,271.0,265.0
1126,raob0096,raob0097,8,122.0,21.0
1127,ctsu0165,card0027,5,115.0,117.0
1128,clme1037,cschof,1,111.0,18.0
1129,bioc0416,bioc0212,1,134.0,247.0
1130,whgu0172,clme0501,3,1.0,257.0
1131,clme0240,clme0501,2,3.0,257.0
1132,cschof,bioc0416,1,18.0,134.0
1133,cschof,clne0024,1,18.0,140.0
1134,univ1923,bioc0416,1,98.0,134.0
1135,univ1923,clne0024,1,98.0,140.0
1136,bioc0416,clne0024,4,134.0,140.0
1137,whgu0210,card0008,2,132.0,277.0
1138,TGQE2,AM2185,15,138.0,339.0
1139,clme0220,whgu0256,7,38.0,67.0
1140,CA26,DRS36,8,185.0,331.0
1141,whgu0210,clab0247,2,132.0,700.0
1142,card0039,radi0003,2,25.0,7.0
1143,clab0058,immd0330,6,272.0,167.0
1144,phpc0367,phpc0228,6,273.0,206.0
1145,card0027,KBK21,3,117.0,22.0
1146,KK101,KBK21,4,0.0,22.0
1147,HS310,QG209,2,151.0,17.0
1148,HS310,JDB1003,4,151.0,103.0
1149,HS310,jgd29,4,151.0,358.0
1150,QG209,JDB1003,2,17.0,103.0
1151,QG209,jgd29,2,17.0,358.0
1152,DFE20,JDB1003,4,72.0,103.0
1153,JDB1003,jgd29,2,103.0,358.0
1154,gree1192,AMD24,5,10.0,14.0
1155,gree1192,PP10001,11,10.0,16.0
1156,gree1192,ACA20,3,10.0,71.0
1157,gree1192,jgd29,4,10.0,358.0
1158,DEN22,ACA20,2,11.0,71.0
1159,ACA20,AA461,7,71.0,12.0
1160,ACA20,KK101,2,71.0,0.0
1161,ACA20,jgd29,4,71.0,358.0
1162,molb0002,kenn0163,4,52.0,333.0
1163,whgu0172,bioc0804,2,1.0,274.0
1164,whgu0172,bioc0801,2,1.0,243.0
1165,whgu0172,ocms0037,2,1.0,230.0
1166,bioc0804,bioc0801,2,274.0,243.0
1167,bioc0804,ocms0037,2,274.0,230.0
1168,bioc0801,ocms0037,4,243.0,230.0
1169,clme0485,immd0423,2,248.0,269.0
1170,clme0149,clme0193,2,65.0,275.0
1171,clme0149,clme0219,9,65.0,81.0
1172,clme0193,clme0219,2,275.0,81.0
1173,bioc0208,clme0149,2,276.0,65.0
1174,12055,MPW1001,2,271.0,172.0
1175,clne0024,ndos0168,2,140.0,136.0
1176,ocms0037,immd0075,3,230.0,208.0
1177,ocms0037,card0027,2,230.0,117.0
1178,ocms0037,card0008,2,230.0,277.0
1179,immd0075,card0027,2,208.0,117.0
1180,immd0075,card0008,2,208.0,277.0
1181,card0027,clme0195,2,117.0,175.0
1182,card0008,clme0195,2,277.0,175.0
1183,AS889,CG348,4,88.0,231.0
1184,immd0316,immd0084,2,34.0,92.0
1185,immd0084,clme0220,5,92.0,38.0
1186,KK429,x_b03,2,278.0,291.0
1187,card0027,clne0009,5,117.0,150.0
1188,AGL22,KK429,2,198.0,278.0
1189,st321,KK429,4,19.0,278.0
1190,SS861,KK429,4,66.0,278.0
1191,anat0115,anat0116,2,279.0,123.0
1192,SPJ13,LP212,4,93.0,280.0
1193,LP212,JVF21,4,280.0,493.0
1194,DIJ21,JG477,6,112.0,104.0
1195,DIJ21,MAG62,2,112.0,609.0
1196,FR269,JG477,2,215.0,104.0
1197,FR269,MAG62,2,215.0,609.0
1198,JG477,MAG62,2,104.0,609.0
1199,raob0097,raob0233,1,21.0,261.0
1200,BG200,ELR21,2,186.0,281.0
1201,BG200,BDS10,2,186.0,203.0
1202,BG200,SR679,2,186.0,354.0
1203,ELR21,BDS10,2,281.0,203.0
1204,ELR21,SR679,2,281.0,354.0
1205,NGB21,MPS48,2,63.0,711.0
1206,stat0054,quee1607,10,252.0,78.0
1207,immd0452,raob0096,2,282.0,122.0
1208,immd0452,raob0097,2,282.0,21.0
1209,TLB20,TGQE2,2,173.0,138.0
1210,bioc0212,JLG40,4,247.0,131.0
1211,path0636,smlea,2,214.0,128.0
1212,clne0102,radi0003,2,142.0,7.0
1213,immd0084,immd0198,2,92.0,251.0
1214,clme0219,immd0106,2,81.0,143.0
1215,stat0059,clme0149,3,50.0,65.0
1216,magd1571,bioc0756,3,283.0,227.0
1217,bioc0128,path0107,2,284.0,714.0
1218,TGQE2,ERM1000,2,138.0,329.0
1219,clme0149,smlea,5,65.0,128.0
1220,card0027,card0025,5,117.0,23.0
1221,immd0024,immd0330,11,68.0,167.0
1222,card0025,clph0059,5,23.0,133.0
1223,immd0237,bioc0801,6,2.0,243.0
1224,immd0237,clme0485,2,2.0,248.0
1225,cschof,bioc0801,7,18.0,243.0
1226,bioc0801,clme0485,2,243.0,248.0
1227,bioc0801,clme1358,4,243.0,157.0
1228,clme0485,clme1358,4,248.0,157.0
1229,clne0009,clne0024,2,150.0,140.0
1230,clme1358,clme1037,4,157.0,111.0
1231,AGL22,ARG1000,2,198.0,91.0
1232,AGL22,MQD20,2,198.0,323.0
1233,ARG1000,MQD20,4,91.0,323.0
1234,MPFS1,NGB21,2,253.0,63.0
1235,MPFS1,MAP1001,2,253.0,335.0
1236,clme0195,immd0654,2,175.0,285.0
1237,immd0654,immd0075,2,285.0,208.0
1238,REC11,MLO29,2,161.0,359.0
1239,clme0621,dpag0048,2,169.0,307.0
1240,BJPH2,SDT36,2,159.0,171.0
1241,orms0061,JT233,2,110.0,234.0
1242,immd0151,clme0494,2,29.0,27.0
1243,clme0497,whgu0142,3,41.0,40.0
1244,GM290,JDB1003,2,146.0,103.0
1245,clme0220,clne0024,2,38.0,140.0
1246,JA219,PAZ20,4,286.0,337.0
1247,whgu0378,gree1192,2,4.0,10.0
1248,HME22,BB313,2,15.0,352.0
1249,JDB1003,BB313,2,103.0,352.0
1250,AGL22,DEN22,6,198.0,11.0
1251,gree0184,card0027,2,101.0,117.0
1252,CC234,NAW27,2,13.0,287.0
1253,PP10001,NAW27,2,16.0,287.0
1254,NAW27,JDB1003,3,287.0,103.0
1255,immd0198,immd0100,2,251.0,82.0
1257,AG229,AGL22,2,239.0,198.0
1258,AG229,SS861,2,239.0,66.0
1259,AG229,SC10021,4,239.0,168.0
1260,AG229,JC553,2,239.0,288.0
1261,AG229,MAG62,3,239.0,609.0
1262,AGL22,JC553,2,198.0,288.0
1263,AGL22,MAG62,2,198.0,609.0
1264,SS861,JC553,2,66.0,288.0
1265,SS861,MAG62,2,66.0,609.0
1266,SC10021,MAG62,2,168.0,609.0
1267,JC553,MAG62,2,288.0,609.0
1268,bioc0416,dplb0149,3,134.0,130.0
1269,immd0180,TGQE2,2,202.0,138.0
1270,AGL22,VJG29,2,198.0,118.0
1271,FO210,MF364,2,289.0,84.0
1272,bioc0365,bioc0673,2,290.0,353.0
1273,immd0024,immd0556,9,68.0,54.0
1274,immd0330,immd0556,4,167.0,54.0
1275,x_b03,GJH46,2,291.0,357.0
1276,immd0237,whgu0139,4,2.0,292.0
1277,whgu0139,cschof,1,292.0,18.0
1278,radi0003,gree1620,2,7.0,304.0
1279,bioc0801,claridge,2,243.0,97.0
1280,whgu0172,claridge,5,1.0,97.0
1281,whgu0172,whgu0139,3,1.0,292.0
1282,cschof,whgu0139,3,18.0,292.0
1283,claridge,whgu0139,3,97.0,292.0
1284,smlea,path0636,2,128.0,214.0
1285,clab0127,clme0485,2,244.0,248.0
1286,clme0149,clab0025,4,65.0,210.0
1287,JP103,PAZ20,2,293.0,337.0
1288,whgu0172,clme0485,2,1.0,248.0
1289,whgu0256,immd0237,6,67.0,2.0
1290,clab0127,clme0497,1,244.0,41.0
1291,whgu0172,clme0497,3,1.0,41.0
1292,CC234,RDB39,2,13.0,96.0
1293,raob0051,raob0270,1,153.0,107.0
1294,MPFS1,JHG21,6,253.0,158.0
1295,clme0220,smlea,2,38.0,128.0
1296,clme0220,path0041,2,38.0,42.0
1297,clme0220,immd0031,4,38.0,100.0
1298,smlea,immd0031,2,128.0,100.0
1299,smlea,clab0025,2,128.0,210.0
1300,path0041,immd0031,2,42.0,100.0
1301,path0041,clab0025,2,42.0,210.0
1302,clme0220,HME22,4,38.0,15.0
1303,ndos0168,ndos0159,2,136.0,388.0
1304,JHFR2,JHG21,4,294.0,158.0
1305,st321,DO261,2,19.0,296.0
1306,PAWE1,SS861,2,235.0,66.0
1307,PAWE1,MN332,2,235.0,295.0
1308,PAWE1,DO261,2,235.0,296.0
1309,PAWE1,KK429,2,235.0,278.0
1310,SS861,DO261,2,66.0,296.0
1311,MN332,DO261,2,295.0,296.0
1312,MN332,KK429,2,295.0,278.0
1313,DO261,KK429,4,296.0,278.0
1314,clme0497,cschof,1,41.0,18.0
1315,gree1024,ctsu0084,2,200.0,64.0
1316,MEW10,LSI10,4,20.0,384.0
1317,clne0013,wadh1179,2,51.0,328.0
1318,GL290,RCF29,4,297.0,105.0
1319,chem0068,clme0670,5,162.0,62.0
1320,chem0068,raob0095,5,162.0,61.0
1321,JG477,MA630,4,104.0,341.0
1322,clab0018,clme0220,2,232.0,38.0
1323,stat0054,stat0059,2,252.0,50.0
1324,whgu0408,whgu0378,7,298.0,4.0
1325,clme0149,raob0097,2,65.0,21.0
1326,immd0084,raob0097,2,92.0,21.0
1327,immd0023,molb0002,4,201.0,52.0
1328,immd0023,path0642,6,201.0,53.0
1329,ndos0168,clme0301,2,136.0,180.0
1330,clme0993,olin0014,2,127.0,229.0
1331,immd0024,immd0700,3,68.0,55.0
1332,clab0035,immd0556,3,32.0,54.0
1333,clab0035,immd0700,3,32.0,55.0
1334,clab0101,immd0556,3,95.0,54.0
1335,clab0101,immd0700,3,95.0,55.0
1336,SP580,ARG1000,2,80.0,91.0
1337,ARG1000,CJW53,2,91.0,137.0
1338,bioc0987,awatts,3,299.0,325.0
1339,immd0237,ERM1000,2,2.0,329.0
1340,clme0240,ERM1000,2,3.0,329.0
1341,PHM29,ERM1000,2,300.0,329.0
1342,radi0003,raob0069,2,7.0,56.0
1343,clme0220,raob0069,2,38.0,56.0
1344,cschof,wolf1917,5,18.0,195.0
1345,immd0084,path0511,2,92.0,60.0
1346,immd0084,immd0151,2,92.0,29.0
1347,path0511,immd0151,2,60.0,29.0
1348,CFK23,ABJ26,2,301.0,390.0
1349,dplb0149,whgu0172,2,130.0,1.0
1350,AJK61,KC370,2,302.0,303.0
1351,AJK61,UFK20,2,302.0,184.0
1352,KC370,UFK20,2,303.0,184.0
1353,olin0014,bioc0416,2,229.0,134.0
1354,gree1620,clme0670,4,304.0,62.0
1355,gree1620,clme0667,4,304.0,106.0
1356,stat0054,clme0237,1,252.0,77.0
1357,stat0054,immd0330,3,252.0,167.0
1358,quee1607,immd0330,3,78.0,167.0
1359,SJP58,JG477,2,241.0,104.0
1360,JHG21,JG477,2,158.0,104.0
1361,BG200,PJL30,2,186.0,265.0
1362,AB149,BG200,8,83.0,186.0
1363,AB149,ARG1000,6,83.0,91.0
1364,BG200,TK106,6,186.0,386.0
1365,ARG1000,TK106,6,91.0,386.0
1366,SC10021,RCF29,4,168.0,105.0
1367,radi0003,engs0357,8,7.0,221.0
1368,immd0556,immd0330,3,54.0,167.0
1369,clme0975,immd0180,2,31.0,202.0
1370,immd0330,path0511,2,167.0,60.0
1371,immd0151,immd0082,2,29.0,59.0
1372,VMD20,AMD3,2,305.0,306.0
1373,VMD20,YJL26,2,305.0,730.0
1374,AMD3,YJL26,2,306.0,730.0
1375,dpag0048,clme0621,2,307.0,169.0
1376,clme0497,clme0946,3,41.0,120.0
1377,MAS1001,NC109,2,308.0,74.0
1378,MAS1001,IJG25,2,308.0,226.0
1379,MAS1001,MJM16,2,308.0,377.0
1380,TGQE2,KK101,7,138.0,0.0
1381,KK101,AM2185,7,0.0,339.0
1382,chem0489,cschof,4,119.0,18.0
1383,cschof,clme0497,6,18.0,41.0
1384,CC234,EAM29,2,13.0,57.0
1385,AG229,EAM29,2,239.0,57.0
1386,EAM29,SC10021,2,57.0,168.0
1387,bioc0764,bioc1078,3,309.0,219.0
1388,TGQE2,FAG1000,2,138.0,44.0
1389,FAG1000,DJL15,3,44.0,102.0
1390,KMB1001,DEN22,6,43.0,11.0
1391,DEN22,TL347,2,11.0,224.0
1392,clme0220,raob0097,3,38.0,21.0
1393,clme0220,clab0127,6,38.0,244.0
1394,raob0097,immd0316,6,21.0,34.0
1395,raob0097,clab0127,6,21.0,244.0
1396,immd0316,clab0127,2,34.0,244.0
1397,ARG1000,gsv20,2,91.0,379.0
1398,ndos0461,raob0189,3,9.0,79.0
1399,EPM27,GJH46,2,310.0,357.0
1400,ACA20,JDB1003,2,71.0,103.0
1401,MDT33,JDB1003,2,58.0,103.0
1402,hert0418,stat0004,5,311.0,49.0
1403,hert0418,lina0435,2,311.0,166.0
1404,dpag0048,clme0946,2,307.0,120.0
1405,clme0485,ndos0159,2,248.0,388.0
1406,molb0002,clme0149,1,52.0,65.0
1407,molb0002,clme1037,1,52.0,111.0
1408,clme0149,clme1037,1,65.0,111.0
1409,path0511,BG200,2,60.0,186.0
1410,clab0025,clme0149,3,210.0,65.0
1411,AP113,PHJ20,2,312.0,196.0
1412,clne0024,clne0102,2,140.0,142.0
1413,CC234,SB10031,2,13.0,141.0
1414,molb0003,clme0169,10,313.0,76.0
1415,clne0024,bioc0416,3,140.0,134.0
1416,raob0069,gree1620,1,56.0,304.0
1417,molb0002,immd0100,2,52.0,82.0
1418,immd0100,path0642,2,82.0,53.0
1419,clme0240,engs0270,2,3.0,156.0
1420,clme0149,stat0059,2,65.0,50.0
1421,whgu0142,clme0220,3,40.0,38.0
1422,immd0680,ocms0037,4,165.0,230.0
1423,immd0023,bioc0268,2,201.0,733.0
1424,donc0228,raob0069,1,314.0,56.0
1425,donc0228,darby,1,314.0,182.0
1426,raob0069,darby,3,56.0,182.0
1427,clme0149,path0084,2,65.0,238.0
1428,clme0220,immd0237,7,38.0,2.0
1429,path0642,path0002,2,53.0,561.0
1430,trin1371,univ0247,2,315.0,240.0
1431,CA26,AB454,2,185.0,85.0
1432,TLB20,DRS36,5,173.0,331.0
1433,KMB1001,AGL22,2,43.0,198.0
1434,KMB1001,CEM45,4,43.0,87.0
1435,AGL22,CEM45,3,198.0,87.0
1436,CEM45,DEN22,8,87.0,11.0
1437,AB454,DSCJ1,2,85.0,46.0
1438,AB454,JDB1003,2,85.0,103.0
1439,bioc0647,bioc0764,5,316.0,309.0
1440,clph0059,clme0220,3,133.0,38.0
1441,clme0149,immd0421,2,65.0,256.0
1442,clme0149,whgu0378,3,65.0,4.0
1443,AB149,BJPH2,4,83.0,159.0
1444,KBM1000,jgd29,2,317.0,358.0
1445,orie1154,mjawood,2,268.0,322.0
1446,clme1358,chem0489,2,157.0,119.0
1447,clme0195,immd0556,2,175.0,54.0
1448,card0025,card0008,2,23.0,277.0
1449,AGL22,AL499,2,198.0,387.0
1450,st321,AL499,2,19.0,387.0
1451,EDL1,DMG25,2,129.0,139.0
1452,RNS13,PHM29,2,318.0,300.0
1453,NJW1004,EW442,2,319.0,608.0
1454,ndos0723,DEN22,3,320.0,11.0
1455,st321,SJB32,3,19.0,343.0
1456,orie1154,immd0023,3,268.0,201.0
1457,immd0237,clme0621,2,2.0,169.0
1458,clme0621,clme0240,2,169.0,3.0
1459,ocms0037,dpag0074,2,230.0,216.0
1460,immd0452,immd0180,2,282.0,202.0
1461,immd0679,mjawood,2,321.0,322.0
1462,immd0679,ocms0037,4,321.0,230.0
1463,mjawood,ocms0037,2,322.0,230.0
1464,DEN22,FM327,2,11.0,327.0
1465,ARV22,SSL30,3,99.0,376.0
1466,RNS13,NJW1004,2,318.0,319.0
1467,path0636,DS139,2,214.0,205.0
1468,raob0069,donc0228,2,56.0,314.0
1469,darby,donc0228,2,182.0,314.0
1470,JC553,DO261,4,288.0,296.0
1471,raob0069,clme0667,2,56.0,106.0
1472,raob0095,clme0667,2,61.0,106.0
1473,whgu0172,immd0218,4,1.0,164.0
1474,clme0494,EDL1,5,27.0,129.0
1475,clme0494,TK106,3,27.0,386.0
1476,clph0059,raob0069,2,133.0,56.0
1477,clph0059,raob0095,2,133.0,61.0
1478,cschof,clme1037,4,18.0,111.0
1479,DIJ21,DTF1000,2,112.0,163.0
1480,DTF1000,TJ212,2,163.0,262.0
1481,BJPH2,EJB60,2,159.0,89.0
1482,BJPH2,MQD20,2,159.0,323.0
1483,BJPH2,DGK23,2,159.0,204.0
1484,EJB60,MQD20,2,89.0,323.0
1485,MQD20,DGK23,2,323.0,204.0
1486,immd0024,ndos0168,1,68.0,136.0
1487,clme0975,raob0270,1,31.0,107.0
1488,clme0731,phpc0084,4,324.0,124.0
1489,ARV22,AB454,2,99.0,85.0
1490,olin0014,clme0975,4,229.0,31.0
1491,immd0421,clme0237,2,256.0,77.0
1492,bioc0764,bioc0647,3,309.0,316.0
1493,DEN22,SB10031,2,11.0,141.0
1494,dpag0074,immd0679,2,216.0,321.0
1495,dpag0074,immd0680,2,216.0,165.0
1496,immd0679,immd0680,2,321.0,165.0
1497,bioc0192,card0039,10,94.0,25.0
1498,stat0004,SJG49,2,49.0,36.0
1499,AMD24,KBK21,4,14.0,22.0
1500,JG473,REG53,2,177.0,371.0
1501,clme0485,immd0237,2,248.0,2.0
1502,clme0485,cschof,2,248.0,18.0
1503,clme0485,bioc0801,2,248.0,243.0
1504,immd0100,immd0031,2,82.0,100.0
1505,DEN22,JC553,4,11.0,288.0
1506,JC553,KBM1000,2,288.0,317.0
1507,CFK23,JJB12,3,301.0,345.0
1508,immd0237,univ1923,4,2.0,98.0
1509,univ1923,whgu0139,2,98.0,292.0
1510,DEN22,NC109,4,11.0,74.0
1511,cschof,clme0946,2,18.0,120.0
1512,cschof,ocms0037,2,18.0,230.0
1513,clme0946,ocms0037,2,120.0,230.0
1514,raob0096,raob0121,1,122.0,178.0
1515,whgu0274,card0027,2,5.0,117.0
1516,bioc0416,mjawood,2,134.0,322.0
1517,mjawood,bioc0541,4,322.0,135.0
1518,immd0237,ocms0064,2,2.0,266.0
1519,ocms0064,cschof,2,266.0,18.0
1520,ocms0064,univ1923,2,266.0,98.0
1521,newc0612,chri0963,1,237.0,30.0
1522,lina0435,hert0418,2,166.0,311.0
1523,CEM45,AL499,4,87.0,387.0
1524,hert0418,whgu0378,2,311.0,4.0
1525,bioc0212,bioc0192,3,247.0,94.0
1526,awatts,ndos0168,1,325.0,136.0
1527,clme0135,immd0423,2,37.0,269.0
1528,immd0084,whgu0172,1,92.0,1.0
1529,immd0024,immd0023,2,68.0,201.0
1530,clme0497,ndog0251,2,41.0,393.0
1531,fjg28,FIA20,3,250.0,360.0
1532,whgu0172,clme0439,2,1.0,326.0
1533,whgu0172,olin0014,2,1.0,229.0
1534,whgu0172,clme0946,2,1.0,120.0
1535,clme0439,clme0497,2,326.0,41.0
1536,clme0439,olin0014,2,326.0,229.0
1537,clme0439,clme0946,2,326.0,120.0
1538,clme0439,clme0975,2,326.0,31.0
1539,clme0497,olin0014,2,41.0,229.0
1540,clme0497,clme0975,2,41.0,31.0
1541,clme0946,clme0975,2,120.0,31.0
1542,ctsu0052,gree0989,2,193.0,75.0
1543,ctsu0052,clme0845,2,193.0,148.0
1544,FM327,KBM1000,2,327.0,317.0
1545,immd0282,ocms0037,2,181.0,230.0
1546,clme0301,bioc0212,2,180.0,247.0
1547,clme0301,clph0059,2,180.0,133.0
1548,bioc0212,clph0059,2,247.0,133.0
1549,immd0100,immd0198,1,82.0,251.0
1550,immd0218,immd0100,2,164.0,82.0
1551,whgu0142,clab0127,2,40.0,244.0
1552,whgu0172,ndos0461,1,1.0,9.0
1553,ndos0461,clme0501,1,9.0,257.0
1554,CA26,SB10031,2,185.0,141.0
1555,clne0102,wadh1179,3,142.0,328.0
1556,wadh1179,clne0013,2,328.0,51.0
1557,MEW10,FIA20,2,20.0,360.0
1558,raob0051,molb0003,2,153.0,313.0
1559,stat0054,whgu0378,5,252.0,4.0
1560,bioc0541,claridge,2,135.0,97.0
1561,ERM1000,CF366,2,329.0,382.0
1562,ctsu0165,gree0184,2,115.0,101.0
1563,hert0418,immd0180,2,311.0,202.0
1564,hert0418,clme0975,2,311.0,31.0
1565,card0018,clne0024,1,24.0,140.0
1566,raob0097,clme0220,3,21.0,38.0
1567,clab0127,immd0316,4,244.0,34.0
1568,raob0122,immd0180,1,225.0,202.0
1569,immd0180,raob0121,1,202.0,178.0
1570,immd0180,clab0127,1,202.0,244.0
1571,raob0121,clab0127,1,178.0,244.0
1572,ctsu0165,card0018,3,115.0,24.0
1573,whgu0172,clab0127,2,1.0,244.0
1574,clab0025,immd0031,2,210.0,100.0
1575,KBK21,jgd29,2,22.0,358.0
1576,MDT33,jgd29,2,58.0,358.0
1577,phpc0084,prhc0057,2,124.0,126.0
1578,st321,JG477,2,19.0,104.0
1579,engs0357,clme0670,3,221.0,62.0
1580,immd0499,immd0452,2,218.0,282.0
1581,raob0231,raob0072,3,330.0,26.0
1582,raob0231,donc0120,3,330.0,213.0
1583,CG348,DGK23,2,231.0,204.0
1584,AS889,KK101,4,88.0,0.0
1585,AS889,NJW1004,4,88.0,319.0
1586,immd0237,raob0097,2,2.0,21.0
1587,whgu0256,cschof,2,67.0,18.0
1588,whgu0256,whgu0274,2,67.0,5.0
1589,whgu0256,raob0097,2,67.0,21.0
1590,cschof,whgu0274,2,18.0,5.0
1591,cschof,raob0097,2,18.0,21.0
1592,whgu0274,raob0097,2,5.0,21.0
1593,immd0421,clme0220,2,256.0,38.0
1594,immd0421,immd0316,2,256.0,34.0
1595,immd0421,immd0423,2,256.0,269.0
1596,clme0220,immd0423,2,38.0,269.0
1597,immd0316,immd0423,2,34.0,269.0
1598,whgu0085,ocms0037,2,189.0,230.0
1599,bioc0541,raob0096,1,135.0,122.0
1600,raob0096,bioc0416,1,122.0,134.0
1601,clme0670,immd0316,2,62.0,34.0
1602,TLB20,SPJ13,2,173.0,93.0
1603,TLB20,VMD20,2,173.0,305.0
1604,SPJ13,VMD20,2,93.0,305.0
1605,SPJ13,TO237,2,93.0,342.0
1606,VMD20,TO237,2,305.0,342.0
1607,wolf1917,clme0975,2,195.0,31.0
1608,wolf1917,raob0072,2,195.0,26.0
1609,whgu0172,ndos0168,1,1.0,136.0
1610,DRS36,OAS23,2,331.0,39.0
1611,clme0220,whgu0142,3,38.0,40.0
1612,gree1192,gree0184,2,10.0,101.0
1613,claridge,clme0485,2,97.0,248.0
1614,math0111,coml0332,2,332.0,350.0
1615,kenn0163,clme0193,2,333.0,275.0
1616,immd0151,stat0054,2,29.0,252.0
1617,immd0151,quee1607,2,29.0,78.0
1618,HS310,AA461,2,151.0,12.0
1619,whgu0172,path0473,2,1.0,228.0
1622,NJW1004,KK101,85,319.0,0.0
1631,SJP58,CW209,4,241.0,70.0
1645,whgu0378,KBM1000,10,4.0,317.0
1647,gree1192,SJG49,3,10.0,36.0
1648,gree1499,SJG49,1,73.0,36.0
1652,clme0220,JG477,1,38.0,104.0
1657,ocms0037,CC234,1,230.0,13.0
1658,ocms0037,BG200,1,230.0,186.0
1659,ocms0037,ARG1000,1,230.0,91.0
1660,ocms0037,DGK23,1,230.0,204.0
1665,RCF29,SC10021,1,105.0,168.0
1669,whgu0142,clme1037,1,40.0,111.0
1681,RCF29,BDS10,1,105.0,203.0
1682,PHJ20,BDS10,2,196.0,203.0
1683,PHJ20,RCF29,1,196.0,105.0
1685,BDS10,RCF29,1,203.0,105.0
1687,clab0127,raob0122,1,244.0,225.0
1697,donc0120,raob0072,1,213.0,26.0
1700,immd0556,ARG1000,6,54.0,91.0
1713,PAZ20,JA219,1,337.0,286.0
1717,whgu0378,DIJ21,2,4.0,112.0
1718,raob0270,PP10001,1,107.0,16.0
1719,raob0270,DIJ21,2,107.0,112.0
1724,whgu0172,immd0180,1,1.0,202.0
1725,immd0237,immd0180,1,2.0,202.0
1726,clme0240,immd0180,1,3.0,202.0
1727,whgu0378,immd0180,1,4.0,202.0
1728,whgu0274,immd0180,1,5.0,202.0
1729,clme0220,immd0180,1,38.0,202.0
1735,immd0654,immd0082,1,285.0,59.0
1736,immd0082,immd0075,1,59.0,208.0
1744,KK101,TGQE2,3,0.0,138.0
1745,AM2185,TGQE2,3,339.0,138.0
1746,AM2185,KK101,3,339.0,0.0
1749,stat0004,DFE20,1,49.0,72.0
1751,clme1651,RCF29,3,340.0,105.0
1755,MA630,JG477,1,341.0,104.0
1760,SC10021,CC234,1,168.0,13.0
1761,JC553,CC234,1,288.0,13.0
1762,JC553,SC10021,2,288.0,168.0
1764,SDT36,TIMM2,1,171.0,759.0
1766,TO237,TLB20,4,342.0,173.0
1774,CA26,TLB20,1,185.0,173.0
1777,NJW1004,SJG49,6,319.0,36.0
1781,KK101,DFE20,5,0.0,72.0
1785,immd0237,whgu0172,2,2.0,1.0
1789,bioc0764,DMG25,1,309.0,139.0
1790,clme0195,EAM29,1,175.0,57.0
1791,ocms0037,EAM29,2,230.0,57.0
1792,orms0061,clme0485,1,110.0,248.0
1793,clme0497,clme0485,1,41.0,248.0
1794,clme0494,clme0485,2,27.0,248.0
1795,RCF29,MDT33,1,105.0,58.0
1799,card0027,SJG49,3,117.0,36.0
1800,GM290,ERC24,1,146.0,108.0
1803,whgu0378,ACA20,2,4.0,71.0
1804,bioc0541,clph0059,1,135.0,133.0
1805,bioc0541,raob0069,1,135.0,56.0
1806,bioc0541,raob0095,1,135.0,61.0
1808,clme1651,KMB1001,1,340.0,43.0
1809,clne0009,stat0004,1,150.0,49.0
1812,mjg40,JHG21,2,190.0,158.0
1813,APD10,JHG21,1,179.0,158.0
1820,ARV22,LSI10,1,99.0,384.0
1821,DRS36,LSI10,1,331.0,384.0
1825,clme0220,immd0282,2,38.0,181.0
1826,immd0316,immd0282,1,34.0,181.0
1831,whgu0378,KK101,4,4.0,0.0
1835,clme0220,whgu0085,2,38.0,189.0
1838,raob0069,NGB21,4,56.0,63.0
1839,raob0069,AMD24,2,56.0,14.0
1840,AMD24,NGB21,6,14.0,63.0
1850,raob0270,clme0667,1,107.0,106.0
1856,CW209,SP577,2,70.0,69.0
1859,clme0219,clme0149,2,81.0,65.0
1863,immd0023,chem0489,1,201.0,119.0
1866,BB313,GM290,1,352.0,146.0
1869,univ1102,clne0024,3,270.0,140.0
1875,bioc0192,card0025,1,94.0,23.0
1880,clme0621,cschof,1,169.0,18.0
1881,clme0621,whgu0274,1,169.0,5.0
1883,immd0237,ERC24,1,2.0,108.0
1884,immd0237,RSJ33,1,2.0,109.0
1888,SCP46,BB313,8,356.0,352.0
1890,AGL22,MN332,2,198.0,295.0
1896,GL290,FMW22,1,297.0,35.0
1897,NC109,GM290,1,74.0,146.0
1901,DFE20,HS310,1,72.0,151.0
1902,jgd29,HS310,1,358.0,151.0
1904,EDL1,AAS41,1,129.0,383.0
1905,DEN22,VJG29,2,11.0,118.0
1906,FIA20,TDF21,6,360.0,28.0
1909,JIS30,BG200,1,361.0,186.0
1910,clme0845,gree1192,1,148.0,10.0
1911,gree1499,gree0989,2,73.0,75.0
1915,MMO25,MEW10,2,363.0,20.0
1921,path0089,clme0149,1,113.0,65.0
1922,card0008,whgu0210,1,277.0,132.0
1925,immd0452,immd0499,1,282.0,218.0
1927,PJB91,AB454,3,47.0,85.0
1929,whgu0378,CC234,4,4.0,13.0
1930,whgu0378,QG209,6,4.0,17.0
1934,BB313,SCP46,3,352.0,356.0
1938,PAK29,CJW53,3,367.0,137.0
1940,SJG49,KK101,1,36.0,0.0
1941,card0039,JHFR2,1,25.0,294.0
1942,radi0003,JHFR2,1,7.0,294.0
1945,clme0169,fjg28,4,76.0,250.0
